ImageVolume_name,ImageVolume_label,VoxelDimensionX_name,VoxelDimensionY_name,VoxelDimensionZ_name,Scan_name,PostAcquisitionProcessing_name
ImageVolume_1,CT,VoxelDimension_1,VoxelDimension_1,VoxelDimension_2,Scan_1,
